Num Of Trading Min,LastBuyScore,Position Num of Buys,Position Current Price Real,Position Current Price 10 Min avg,Security Trade Signal,Security Trade Signal Reason,Security Trade Score,Opp Security,Opp Security Trade Score,BuyReason,Open Price,Previous Closing Price,Short MAVG 5,Long MAVG 13,Short MAVG Min,Long MAVG Min,MAVG Min Diff,ATR Stoploss Range,ATR Stoploss,Slope 15 Min,Slope 15 Min Win Diff,RSI,Previous Day RSI,RSI Slope,RSI Gain Percent,Last AB Pattern,Last AB Age,Last AB Stop-Loss Level,Last AB Total Net,Last AB Net Age Ratio,Last Confirmed Signal,Last Confirmed AB Confirmation Level,Last Confirmed AB Age,Last Confirmed AB Total Net,Position Last Buy DT,Position Day Slope High,Daily Current Gain Loss Percent,Daily Max Gain Percent,Daily Max Gain Loss Ratio,Daily Max Loss Percent,Daily Max Loss Ratio,Daily Current Gain Loss Percent From Open,Daily Max Gain Percent From Open,Daily Max Gain Loss Ratio From Open,Daily Current Gain Loss Diff From Open Close,Position Last Sell DT,Position Num of Days Since Last Sell,Opp Pos Num of Days Since Last Buy,Opp Pos Num of Days Since Last Sell
21,-0.80020024,1,67.9,67.945,0,6,-20.08444585,0,3.966328224,6,67.36,66.69,70.699,74.87884615,67.44936667,67.14891667,0.30045,4.53885375,62.82114625,27.54178958,-53.66032009,22.45202742,21.6372425,0.8147849242,3.765659715,4,10,85.945,5,0.5,1,80.724,14,5,73,0.0,1.814364972,2.684060579,2.334315693,0.6747638327,-0.7689616327,0.8097165992,2.684060579,5.030852787,-1.004648373,73,1.0,2,2
168,-0.585465868,2,67.23,67.26,0,6,-23.3231946,0,-2.023500407,6,67.36,66.69,70.699,74.87884615,66.66633333,66.14481667,0.5215166667,4.53885375,62.82114625,39.49886255,1.610021913,19.21327867,21.6372425,-2.423963828,-11.20273911,4,10,85.945,5,0.5,1,80.724,14,5,74,0.0,0.8097165992,3.028939871,6.721893851,-2.234218024,6.800813597,-0.1949317739,3.028939871,9.764913364,-1.004648373,74,0.0,0,0
256,-1.014817784,1,59.309,59.395,0,6,-28.09906443,0,12.83061735,6,60.62,61.88,65.178,71.09461538,59.0707,59.20368333,-0.1329833333,4.658705713,55.96129429,34.82142857,50.21475059,15.18836891,13.70435641,1.484012492,10.82876457,4,12,85.945,5,0.4166666667,1,80.724,16,5,75,0.0,-4.154815772,0.234324499,1.028483095,-6.351001939,13.9479826,-2.118616677,0.234324499,0.5513517624,2.036199095,75,2.0,0,0
376,-0.8360647227,2,57.59,57.775,0,6,-29.68072148,0,14.6196917,6,60.62,61.88,65.178,71.09461538,57.55563333,57.68438333,-0.12875,4.658705713,55.96129429,53.26318183,52.65834288,13.60671185,13.70435641,-0.09764456088,-0.7125074533,4,12,85.945,5,0.4166666667,1,80.724,16,5,76,0.0,-6.932773109,0.234324499,1.679426557,-8.14479638,9.871682749,-4.896574014,0.234324499,1.202295224,2.036199095,76,0.0,0,0
63,-0.9303169932,1,53.12,52.8,0,6,-40.85614631,0,22.17614674,6,53.845,56.67,60.6778,68.56607692,52.34443333,52.88606667,-0.5416333333,4.772719659,49.07228034,47.4824338,101.3394408,11.4736397,12.8884014,-1.414761694,-10.97701453,4,13,85.945,5,0.3846153846,1,80.724,19,5,77,0.0,-6.264337392,-3.502735133,-9.673161256,-9.44062114,29.9860915,-1.27933651,-3.502735133,7.787976474,4.985000882,77,1.0,0,0
262,-1.251608408,2,53.14,52.595,0,6,-40.84394457,0,21.81749425,6,53.845,56.67,60.6778,68.56607692,52.08513333,51.82436667,0.2607666667,4.772719659,49.07228034,65.21497142,24.70151724,11.48584144,12.8884014,-1.402559953,-10.88234227,4,13,85.945,5,0.3846153846,1,80.724,19,5,78,0.0,-6.22904535,-3.502735133,-9.549542581,-14.9991177,131.5433474,-1.244044468,-3.502735133,7.911595148,4.985000882,78,0.0,0,0
329,6.777259493,3,53.08,52.765,0,6,-40.88047218,0,22.22903216,6,53.845,56.67,60.6778,68.56607692,52.35166667,52.88666667,-0.535,4.772719659,49.07228034,64.70363152,126.7932371,11.44931383,12.8884014,-1.439087566,-11.16575688,4,13,85.945,5,0.3846153846,1,80.724,19,5,79,0.0,-6.334921475,-3.502735133,-9.920398604,-14.9991177,129.9552989,-1.349920593,-3.502735133,7.540739126,4.985000882,79,0.0,0,0
57,-0.9544315543,1,53.32,52.9125,0,6,-43.79168489,0,25.60039827,6,54.15,57.49,59.002,67.30730769,52.65303333,53.37138333,-0.71835,5.094834347,49.05516565,30.25173084,10.54871344,16.24869434,18.51384076,-2.265146427,-12.23488122,4,14,85.945,5,0.3571428571,1,80.724,20,5,80,0.0,-7.25343538,-3.983301444,-13.02592923,-9.532092538,21.72037089,-1.443729344,-3.983301444,10.11588121,5.809706036,80,1.0,1,1
121,-0.7735202602,2,52.968,53.265,0,6,-44.11208205,0,25.47306899,6,54.15,57.49,59.002,67.30730769,53.0366,53.30425,-0.26765,5.094834347,49.05516565,25.4383814,28.39972018,15.92829717,18.51384076,-2.58554359,-13.96546304,4,14,85.945,5,0.3571428571,1,80.724,20,5,81,0.0,-7.865715777,-3.983301444,-15.46482662,-9.532092538,15.88405749,-2.056009741,-3.983301444,7.676983823,5.809706036,81,0.0,1,1
236,3.29474755,3,53.228,52.896,0,6,-43.87666273,0,25.64234403,6,54.15,57.49,59.002,67.30730769,52.59566667,52.54991667,0.04575,5.094834347,49.05516565,35.1707007,11.36602633,16.16371649,18.51384076,-2.35012427,-12.69387751,4,14,85.945,5,0.3571428571,1,80.724,20,5,82,0.0,-7.413463211,-3.983301444,-13.66336832,-9.984345104,25.66857204,-1.603757175,-3.983301444,9.47844212,5.809706036,82,0.0,1,1
84,1.149592746,1,52.665,52.31,0,6,-39.47972586,0,19.4114417,6,52.4,51.56,53.515,62.43653846,51.5752,51.26045,0.31475,5.095994442,47.30400556,80.0159669,85.08481222,13.67804093,8.550074478,5.127966448,59.97569332,4,17,85.945,5,0.2941176471,1,80.724,23,5,83,0.0,2.143134213,2.34678045,0.4779130086,-2.831652444,14.08686679,0.5139643134,2.34678045,4.301217078,-1.629169899,83,3.0,0,0
21,6.702308302,1,57.44,57.935,0,1,-28.81120821,0,13.51432152,1,57.045,56.37,54.158,61.3,57.09286667,55.95513333,1.137733333,5.15408912,51.89091088,49.73659315,-59.28304431,38.52570839,31.6269166,6.898791789,21.81303943,24,1,50.1,12,12.0,1,80.724,26,5,84,0.0,1.898172787,3.246407664,4.376920036,-0.2660989888,0.5759105311,0.7007273372,3.246407664,8.264316121,-1.19744545,84,1.0,1,1
57,-0.7647695095,1,61.045,60.99,0,4,-24.42493332,0,8.28527222,4,62.42,61.83,56.928,60.58923077,60.56486667,60.92368333,-0.3588166667,5.182401961,57.23759804,49.52333514,46.92516006,46.2159257,52.33470518,-6.118779476,-11.69162882,24,2,50.1,12,6.0,0,57.365,1,12,85,0.0,-1.269610222,1.115963125,2.662211886,-3.39640951,7.223481329,-2.22383956,1.115963125,3.72709664,-0.9542293385,85,1.0,0,0
95,-0.164240109,2,61.3,61.325,0,4,-23.75267988,0,12.87235118,4,62.42,61.83,56.928,60.58923077,60.85733333,60.77631667,0.08101666667,5.182401961,57.23759804,57.53468535,58.72280286,46.88817915,52.33470518,-5.446526033,-10.40710178,24,2,50.1,12,6.0,0,57.365,1,12,86,0.0,-0.8571890668,1.115963125,2.201965085,-3.39640951,8.624232461,-1.811418405,1.115963125,3.266849839,-0.9542293385,86,0.0,0,0
340,1.725742765,3,62.24,62.0985,0,4,-21.0746353,0,11.11929932,4,62.42,61.83,56.928,60.58923077,61.62546667,61.4695,0.1559666667,5.182401961,57.23759804,42.35380199,37.89265145,49.56622373,52.33470518,-2.76848145,-5.289953274,24,2,50.1,12,6.0,0,57.365,1,12,87,0.0,0.6631085234,1.115963125,0.5053690359,-3.39640951,13.78778565,-0.2911208151,1.115963125,1.57025379,-0.9542293385,87,0.0,0,0
38,-0.8525815301,1,64.92,64.785,0,4,4.59923729,0,-5.653702382,4,65.22,63.01,59.476,60.21153846,64.36823333,63.85763333,0.5106,5.142457467,60.07754253,48.12649325,66.62757317,59.97915728,51.70222768,8.276929597,16.00884521,24,3,50.1,12,4.0,0,57.365,2,12,88,0.0,3.031264879,3.745437232,2.674887723,0.6824313601,-1.602917653,-0.4761149024,3.745437232,15.81155854,-3.507379781,88,1.0,0,0
21,0.4225405304,1,56.98,57.3475,0,4,12.68003743,0,-14.06090663,4,56.87,56.74,60.566,58.27461538,56.80296667,57.14831667,-0.34535,4.96036564,51.90963436,55.42298967,60.33775329,38.50830876,37.2851944,1.223114358,3.280429075,24,5,50.1,12,2.4,0,57.365,4,12,89,0.0,0.4229820233,2.062037363,3.379793352,-1.498061332,2.877840769,0.1938667607,2.062037363,3.852237584,-0.2291152626,89,2.0,2,2
124,2.693431621,2,57.402,57.1775,0,4,14.10435876,0,-21.77802676,4,56.87,56.74,60.566,58.27461538,56.72303333,56.8597,-0.1366666667,4.96036564,51.90963436,58.22368305,75.80009737,39.93263008,37.2851944,2.647435682,7.100501217,24,5,50.1,12,2.4,0,57.365,4,12,90,0.0,1.166725414,3.313359182,7.112568706,-1.498061332,3.992013984,0.9376101516,3.313359182,7.871709865,-0.2291152626,90,0.0,0,0
21,-0.8751137894,1,59.79,59.76,0,4,20.55747338,0,-19.53966276,4,59.07,58.7,60.4,58.01538462,59.31943333,59.58415,-0.2647166667,4.887608579,54.18239142,35.56307453,6.564273121,52.56190553,43.92750908,8.634396453,19.65601199,24,6,50.1,12,2.0,0,57.365,7,12,91,0.0,1.856899489,2.214650767,0.7922941414,-0.08517887564,0.1654240515,1.226575809,2.214650767,2.188240962,-0.6303236797,91,1.0,1,1
227,-0.05854987614,2,58.28,58.325,0,4,15.86192517,0,-20.5218604,4,59.07,58.7,60.4,58.01538462,58.01873333,57.92076667,0.09796666667,4.887608579,54.18239142,35.95985823,19.73088553,47.86635733,43.92750908,3.938848248,8.966700664,24,6,50.1,12,2.0,0,57.365,7,12,92,0.0,-0.7155025554,2.674616695,9.067269545,-2.436115843,4.191613291,-1.345826235,2.674616695,10.75314378,-0.6303236797,92,0.0,0,0
55,-0.8723843913,1,57.01,57.035,0,4,6.123432766,0,-7.884027256,4,56.8,57.37,58.908,57.52846154,56.74166667,56.93883333,-0.1971666667,4.78654411,52.01345589,26.698344,48.81020316,44.47180902,45.24606856,-0.7742595421,-1.711219486,0,1,60.27,9,9.0,0,57.365,8,12,93,0.0,-0.627505665,0.4706292487,0.5168144095,-1.987101272,2.701654162,0.3660449712,0.4706292487,0.04922041995,0.9935506362,93,1.0,0,0
81,0.7614461517,2,57.62,57.54,0,4,8.127801329,0,-10.21800807,4,56.8,57.37,58.908,57.52846154,56.95926667,56.85028333,0.1089833333,4.78654411,52.01345589,65.38763093,74.69796116,46.47617758,45.24606856,1.230109021,2.718709184,0,1,60.27,9,9.0,0,57.365,8,12,94,0.0,0.4357678229,0.7669513683,0.2540016733,-1.987101272,4.814486262,1.429318459,0.7669513683,-0.5080033466,0.9935506362,94,0.0,0,0
74,2.153023228,1,61.66,61.66,0,10,17.15212082,0,-20.1192273,10,61.56,59.32,58.708,58.05384615,61.38626667,61.33458333,0.05168333333,4.781000257,56.77899974,16.36606221,-9.852855953,65.83447175,51.95312016,13.88135159,26.71899502,0,2,60.27,9,4.5,0,57.365,9,12,95,0.0,3.944706676,4.467296022,2.334561306,2.4275118,-3.683008463,0.1685772084,4.467296022,19.20364945,-3.776129467,95,1.0,1,1
32,-0.7933788288,1,61.68,61.45,0,4,2.186453777,0,-3.588518795,4,59.31,63.0,59.612,58.34384615,60.7345,61.6676,-0.9331,4.814121382,54.49587862,53.92621142,7.028616667,64.37564193,68.52995739,-4.154315454,-6.062042955,0,3,60.27,9,3.0,0,57.365,10,12,96,0.0,-2.095238095,-1.920634921,-0.3353489544,-6.0,23.42857143,3.761904762,-1.920634921,10.91408415,5.857142857,96,1.0,2,2
70,-0.9980701467,2,62.66,62.1875,0,2,6.274173143,0,-7.580823522,2,59.31,63.0,59.612,58.34384615,61.9241,61.59138333,0.3327166667,4.814121382,54.49587862,36.92332239,44.98958016,68.4633613,68.52995739,-0.06659608795,-0.09717806707,0,3,60.27,9,3.0,0,57.365,10,12,97,0.0,-0.5396825397,-0.5238095238,-0.008314436886,-6.0,32.76190476,5.317460317,-0.5238095238,3.059712774,5.857142857,97,0.0,2,2
144,-1.265891533,3,61.75,61.6835,0,4,2.462176472,0,-4.677397105,4,59.31,63.0,59.612,58.34384615,61.2555,61.38386667,-0.1283666667,4.814121382,54.49587862,48.04179254,62.64112973,64.65136463,68.52995739,-3.878592759,-5.659704028,0,3,60.27,9,3.0,0,57.365,10,12,98,0.0,-1.984126984,-0.1428571429,-0.2630385488,-6.0,24.0952381,3.873015873,-0.1428571429,0.5736961451,5.857142857,98,0.0,2,2
221,-0.9944458589,4,61.1,61.053,0,4,-0.01072187773,0,-2.533877295,4,59.31,63.0,59.612,58.34384615,61.0081,61.4906,-0.4825,4.814121382,54.49587862,30.03151063,61.25297944,62.17846628,68.52995739,-6.351491108,-9.268196495,0,3,60.27,9,3.0,0,57.365,10,12,99,0.0,-3.015873016,-0.1428571429,-0.410430839,-6.0,17.9047619,2.841269841,-0.1428571429,0.4263038549,5.857142857,99,0.0,2,2
25,-0.9620923111,1,54.27,53.835,0,6,-4.887716696,0,1.257554581,6,52.9,53.28,57.496,58.27384615,53.51453333,53.39016667,0.1243666667,4.769545537,48.13045446,47.18464141,54.06276236,42.07376024,43.07224617,-0.9984859265,-2.318165444,0,5,60.27,9,1.8,2,57.04,3,9,100,0.0,1.858108108,1.933183183,0.1451338726,-1.295045045,4.083475367,2.571321321,1.933183183,-1.233637917,0.7132132132,100,2.0,1,1
85,-0.2001744921,2,53.795,53.792,0,6,-6.350307738,0,-2.566087926,6,52.9,53.28,57.496,58.27384615,53.52253333,53.49565,0.02688333333,4.769545537,48.13045446,39.60719234,35.32981304,40.6111692,43.07224617,-2.461076969,-5.713834748,0,5,60.27,9,1.8,2,57.04,3,9,101,0.0,0.9665915916,1.933183183,1.86859861,-1.295045045,2.92892132,1.679804805,1.933183183,0.4898268201,0.7132132132,101,0.0,0,0
284,2.998016114,1,55.755,55.8025,0,6,-20.64350839,0,13.2828418,6,56.27,57.3,55.73,58.70153846,55.4611,55.34343333,0.1176666667,4.709557305,51.56044269,37.78213464,16.94611029,40.10902094,45.89483703,-5.785816084,-12.60668184,0,7,60.27,9,1.285714286,2,57.04,5,9,102,0.0,-2.696335079,-1.780104712,-1.630985993,-4.537521815,8.354424982,-0.8987783595,-1.780104712,1.568853193,1.797556719,102,2.0,0,0
30,-1.105386261,1,52.39,52.439,0,6,-5.417544078,0,-1.120842466,6,52.59,52.21,54.5482,57.267,52.02506667,52.23998333,-0.2149166667,4.627922912,47.96207709,63.04036667,83.85874242,38.96572663,30.78927071,8.176455922,26.55618575,0,9,60.27,9,1.0,2,57.04,7,9,103,0.0,0.3447615399,1.108982953,0.8475085203,-1.7238077,3.565815583,-0.3830683777,1.108982953,1.654659492,-0.7278299176,103,2.0,1,1
22,-0.8414268098,1,50.67,50.4095,0,6,-15.04800767,0,8.034795865,6,49.04,50.44,53.3564,55.95707692,49.96323333,50.20443333,-0.2412,4.634143739,44.40585626,100.0204288,147.8537315,31.86485182,33.90947487,-2.044623051,-6.02965118,0,10,60.27,9,0.9,2,57.04,11,9,104,0.0,0.4559873117,0.7731958763,0.2452643541,-3.172085646,11.50855815,3.231562252,0.7731958763,-1.900798744,2.775574941,104,1.0,1,1
55,-0.8373841098,2,50.791,50.8775,0,6,-14.45868264,0,6.94342575,6,49.04,50.44,53.3564,55.95707692,50.65186667,50.34046667,0.3114,4.634143739,44.40585626,39.66470803,38.06634602,32.45417684,33.90947487,-1.455298023,-4.291715012,0,10,60.27,9,0.9,2,57.04,11,9,105,0.0,0.6958762887,1.823949247,2.057547822,-3.172085646,12.26950653,3.471451229,1.823949247,-3.00496,2.775574941,105,0.0,1,1
328,-1.152779076,3,49.701,49.415,0,6,-17.77582918,0,11.83797171,6,49.04,50.44,53.3564,55.95707692,48.65466667,48.17171667,0.48295,4.634143739,44.40585626,85.03345218,103.7691698,29.1370303,33.90947487,-4.772444562,-14.07407393,0,10,60.27,9,0.9,2,57.04,11,9,106,0.0,-1.465107058,2.101506741,7.495262939,-6.413560666,31.73720742,1.310467883,2.101506741,1.662373492,2.775574941,106,0.0,0,0
51,-2.205338779,1,44.655,43.99,0,6,-32.65260794,0,24.11047739,6,40.76,45.14,47.6468,53.69569231,43.41066667,43.32296667,0.0877,4.830151056,35.92984894,125.2363423,123.0072091,20.40676827,22.81491467,-2.408146398,-10.55514094,13,2,47.205,0,0.0,2,57.04,13,9,107,0.0,-1.074435091,-0.841825432,-0.1958167265,-10.03544528,89.92772743,8.628710678,-0.841825432,7.972538152,9.703145769,107,2.0,1,1
85,-1.204807032,2,44.52,44.1855,0,6,-32.83268087,0,23.9076834,6,40.76,45.14,47.6468,53.69569231,43.8281,43.69163333,0.1364666667,4.830151056,35.92984894,57.03558319,66.04594052,20.22669534,22.81491467,-2.588219332,-11.3444182,13,2,47.205,0,0.0,2,57.04,13,9,108,0.0,-1.373504652,-0.5981391227,-0.4637764576,-10.03544528,86.92643121,8.329641117,-0.5981391227,5.34005464,9.703145769,108,0.0,1,1
100,-0.9919487995,3,44.91,44.55,0,6,-32.30357254,0,23.43550809,6,40.76,45.14,47.6468,53.69569231,44.27883333,44.08035,0.1984833333,4.830151056,35.92984894,27.95980385,-52.23435681,20.75580367,22.81491467,-2.059111001,-9.025284693,13,2,47.205,0,0.0,2,57.04,13,9,109,0.0,-0.5095259194,-0.2215330084,-0.06379993596,-10.03544528,95.59684251,9.193619849,-0.2215330084,2.085767137,9.703145769,109,0.0,1,1
194,-0.7624599324,4,45.121,44.99,0,6,-32.00560607,0,23.08935395,6,40.76,45.14,47.6468,53.69569231,44.59073333,44.84558333,-0.25485,4.830151056,35.92984894,62.91710671,69.74917449,21.05377013,22.81491467,-1.761144534,-7.719268558,13,2,47.205,0,0.0,2,57.04,13,9,110,0.0,-0.0420912716,1.129818343,1.324044979,-10.03544528,100.2877573,9.661054497,1.129818343,-9.638747095,9.703145769,110,0.0,1,1
57,1.996791058,1,49.965,49.465,0,6,-28.87718861,0,18.43690737,6,49.995,49.56,48.654,53.68615385,49.07226667,49.21075,-0.1384833333,4.880390405,45.1146096,39.93396788,13.91566903,35.6286017,39.34502107,-3.716419376,-9.44571708,26,1,40.61,8,8.0,2,57.04,14,9,111,0.0,0.8171912833,1.271186441,0.5771124882,-2.643260694,9.146876696,-0.06053268765,1.271186441,1.692863299,-0.8777239709,111,1.0,0,0
243,-0.8499479579,2,51.42,51.15,0,6,-23.51421881,0,13.63481009,6,49.995,49.56,48.654,53.68615385,50.9155,51.12996667,-0.2144666667,4.880390405,45.1146096,39.0402901,37.48984343,40.99157149,39.34502107,1.646550417,4.184901603,26,1,40.61,8,8.0,2,57.04,14,9,112,0.0,3.753026634,4.761904762,4.80418156,-2.643260694,16.90705488,2.875302663,4.761904762,8.983819517,-0.8777239709,112,0.0,0,0
32,-0.9298604678,1,51.26,51.21,0,6,-18.72656532,0,11.34826589,6,50.455,51.91,49.27,53.24,50.91043333,51.25368333,-0.34325,4.857494125,45.59750587,56.43059431,68.919338,43.72543758,42.6020029,1.123434683,2.637046632,26,2,40.61,8,4.0,0,50.276,3,8,113,0.0,-1.252167212,-0.4045463302,-0.3429019173,-3.140050087,5.928046783,1.550760932,-0.4045463302,0.7910123775,2.802928145,113,1.0,0,0
65,0.3068102808,2,51.31,51.1825,0,6,-18.58219285,0,11.44691698,6,50.455,51.91,49.27,53.24,50.86416667,50.89296667,-0.0288,4.857494125,45.59750587,56.70799518,57.69522049,43.86981005,42.6020029,1.267807152,2.975933208,26,2,40.61,8,4.0,0,50.276,3,8,114,0.0,-1.155846658,-0.4045463302,-0.3039357904,-3.140050087,6.230498149,1.647081487,-0.4045463302,0.8299785044,2.802928145,114,0.0,0,0
56,-0.9516192985,1,52.81,52.685,0,4,-3.118557716,0,-0.5303986721,4,51.92,52.46,50.218,52.51846154,52.24676667,52.23931667,0.00745,4.658657803,47.2613422,45.77200452,67.08332255,56.04289625,47.65914627,8.383749976,17.59106201,26,3,40.61,8,2.666666667,0,50.276,4,8,115,0.0,0.6671749905,0.9721692718,0.2965060684,-1.677468547,3.93306579,1.69653069,0.9721692718,-0.7042019125,1.0293557,115,1.0,1,1
21,-0.9026764834,1,51.17,51.0255,0,6,-0.5237951562,0,-3.997187183,6,50.67,50.04,50.918,51.73538462,50.36723333,50.01493333,0.3523,4.631308925,46.03869108,49.70135646,-9.816503559,48.71947225,45.15634433,3.563127921,7.890647423,9,1,52.97,43,43.0,0,50.276,5,8,116,0.0,2.258193445,2.617905675,0.941692689,0.01998401279,-0.04472840592,0.9992006395,2.617905675,4.237617101,-1.258992806,116,1.0,1,1
66,-0.8352243309,2,50.6,50.57,0,6,-2.791046157,0,-1.284462809,6,50.67,50.04,50.918,51.73538462,50.06976667,50.45218333,-0.3824166667,4.631308925,46.03869108,52.28430391,57.65995781,46.45222125,45.15634433,1.29587692,2.869756043,9,1,52.97,43,43.0,0,50.276,5,8,117,0.0,1.119104716,2.617905675,3.923719538,-1.239008793,2.921723373,-0.1398880895,2.617905675,7.219643949,-1.258992806,117,0.0,0,0
216,-0.9075460728,1,48.885,48.7625,0,6,-6.454563199,0,2.645748751,6,49.165,50.24,50.929,51.33653846,48.33256667,48.27135,0.06121666667,4.54550352,44.61949648,57.9067417,48.05081019,32.92713651,37.3440074,-4.416870891,-11.82752254,4,1,53.78,5,5.0,0,50.276,7,8,118,0.0,-2.69705414,-0.8757961783,-1.595050763,-6.449044586,24.19675367,-0.5573248408,-0.8757961783,0.2789159804,2.139729299,118,2.0,0,0
55,-1.061462983,1,41.73,41.9045,0,6,-7.887088153,0,4.496626048,6,42.39,42.72,47.149,48.95269231,41.62483333,42.06866667,-0.4438333333,4.525899544,37.86410046,67.67914452,116.3714228,26.54820988,25.4168365,1.131373385,4.451275379,4,3,53.78,5,1.666666667,2,48.88,4,5,119,0.0,-2.31741573,1.147003745,3.973702114,-4.190074906,7.846582222,-1.54494382,1.147003745,3.08767394,0.7724719101,119,2.0,0,0
85,-0.8160821457,2,42.345,41.605,0,6,-6.784441825,0,5.790017442,6,42.39,42.72,47.149,48.95269231,41.39926667,41.51205,-0.1127833333,4.525899544,37.86410046,51.5799174,70.40603998,27.65085621,25.4168365,2.234019714,8.78952703,4,3,53.78,5,1.666666667,2,48.88,4,5,120,0.0,-0.8778089888,1.147003745,2.32246779,-4.463951311,16.00836472,-0.1053370787,1.147003745,1.436439616,0.7724719101,120,0.0,0,0
54,-0.7848184422,1,44.91,45.1155,0,6,-16.00873727,0,10.93115487,6,44.9,46.64,44.824,48.06,44.76186667,44.80716667,-0.0453,4.678527183,40.22147282,53.21816163,74.10291009,48.49248759,48.32122487,0.1712627266,0.3544254664,28,2,40.77,3,1.5,0,45.64,1,3,121,0.0,-3.709262436,-2.712264151,-2.704122706,-5.403087479,9.15188488,0.02144082333,-2.712264151,7.414530001,3.730703259,121,2.0,2,2
180,-0.9366346518,2,44.14,44.1925,0,6,-18.26251024,0,14.27627858,6,44.9,46.64,44.824,48.06,43.9357,43.73366667,0.2020333333,4.678527183,40.22147282,33.02153915,39.47241588,46.23871463,48.32122487,-2.082510236,-4.309721538,28,2,40.77,3,1.5,0,45.64,1,3,122,0.0,-5.360205832,-2.712264151,-7.181917295,-7.397084048,15.06695936,-1.629502573,-2.712264151,2.936735412,3.730703259,122,0.0,0,0
266,2.084374456,3,44.5,44.495,0,6,-17.235454,0,12.96305882,6,44.9,46.64,44.824,48.06,44.16853333,43.92465,0.2438833333,4.678527183,40.22147282,30.09738633,24.64842193,47.26577086,48.32122487,-1.055454004,-2.184245137,28,2,40.77,3,1.5,0,45.64,1,3,123,0.0,-4.588336192,-2.712264151,-5.088402942,-7.397084048,20.77654396,-0.8576329331,-2.712264151,5.030249765,3.730703259,123,0.0,0,0
24,-0.8331811088,1,42.18,42.42,0,6,-23.26276188,0,18.04830937,6,41.81,42.34,43.6776,47.37215385,42.11273333,42.4687,-0.3559666667,4.379700957,37.43029904,51.18048381,72.74398889,30.36633965,35.15633229,-4.789992648,-13.62483608,4,1,46.47,5,5.0,0,45.64,5,3,124,0.0,-0.3778932452,0.7321681625,0.8127516211,-2.314596127,4.482684988,0.8738781294,0.7321681625,-0.1037555261,1.251771375,124,2.0,1,1
28,1.321651153,2,41.85,42.2875,0,6,-24.04468023,0,87.78247376,6,41.81,42.34,43.6776,47.37215385,42.06966667,42.39918333,-0.3295166667,4.379700957,37.43029904,27.50648932,-9.783525368,29.58442129,35.15633229,-5.571911003,-15.8489542,4,1,46.47,5,5.0,0,45.64,5,3,125,0.0,-1.157298063,0.7321681625,1.383407015,-2.314596127,2.678677615,0.09447331129,0.7321681625,0.4668998674,1.251771375,125,0.0,1,1
91,-0.7995815274,3,42.76,42.855,0,6,-20.58699335,0,14.37182183,6,41.81,42.34,43.6776,47.37215385,42.55053333,42.60128333,-0.05075,4.379700957,37.43029904,29.3510045,17.63888064,33.04210817,35.15633229,-2.114224123,-6.013778984,4,1,46.47,5,5.0,0,45.64,5,3,126,0.0,0.9919697685,1.865847898,1.630523671,-2.314596127,7.653364613,2.243741143,1.865847898,-0.7050913171,1.251771375,126,0.0,0,0
32,6.344078172,1,41.07,41.045,0,11,-12.95459938,0,5.48616577,11,40.87,39.86,43.014,46.54538462,40.75973333,40.3451,0.4146333333,4.359097245,36.51090275,62.40236784,102.3068201,30.31039209,25.60806839,4.7023237,18.36266456,4,2,46.47,5,2.5,2,41.57,1,5,127,0.0,3.035624686,3.738083292,2.625848775,0.9407927747,-1.970802727,0.5017561465,3.738083292,12.09766043,-2.53386854,127,1.0,0,0
13,-0.8117914595,1,46.01,45.7025,0,0,-5.18702021,0,1.622398065,0,45.16,43.55,43.248,46.23,44.47,43.94768333,0.5223166667,4.324432857,40.83556714,162.9748325,49.34072673,50.31079264,40.58781285,9.72297979,23.95541693,24,1,40.235,12,12.0,2,41.57,2,5,128,0.0,5.648679679,5.694603904,0.2615202711,3.628013777,-7.331003729,1.951779564,5.694603904,21.3139021,-3.696900115,128,1.0,1,1
250,-1.417430543,2,46.205,46.204,0,6,-4.607103948,0,0.5440609065,6,45.16,43.55,43.248,46.23,45.92086667,46.09361667,-0.17275,4.324432857,40.83556714,36.45018741,31.07584008,50.8907089,40.58781285,10.30289605,25.384211,24,1,40.235,12,12.0,2,41.57,2,5,129,0.0,6.096440873,9.253731343,29.21671779,3.628013777,-8.95548751,2.399540758,9.253731343,63.42683825,-3.696900115,129,0.0,1,1
317,4.863309038,3,45.94,45.3245,0,5,-5.398550232,0,2.438785207,5,45.16,43.55,43.248,46.23,44.68453333,45.138,-0.4534666667,4.324432857,40.83556714,103.6878996,154.9945479,50.09926262,40.58781285,9.511449768,23.43425058,24,1,40.235,12,12.0,2,41.57,2,5,130,0.0,5.487944891,9.253731343,34.84757613,0.3214695752,-1.660864625,1.791044776,9.253731343,69.05769659,-3.696900115,130,0.0,0,0
25,-0.7637549551,1,48.04,47.95,0,4,-13.88020208,0,8.312964949,4,47.59,48.44,44.322,46.08,47.7893,47.61453333,0.1747666667,4.285725732,43.30427427,27.35769877,43.72705634,51.59461133,56.68481341,-5.090202081,-8.979833882,24,2,40.235,12,6.0,0,45.41,1,12,131,0.0,-0.8257638315,-0.4748142031,-0.1666358682,-2.89017341,5.966501673,0.9289843105,-0.4748142031,0.6665434726,1.754748142,131,1.0,1,1
